Timestamp,Accel_X_g,Accel_Y_g,Accel_Z_g,Gyro_X_deg_per_s,Gyro_Y_deg_per_s,Gyro_Z_deg_per_s
0,-20.202273608398436,-16.244658264160154,-19.621679705810546,50.80916030534351,-74.27480916030534,156.33587786259542
1,-19.282900170898436,-18.389862951660156,-17.476475018310545,27.358778625954198,-74.27480916030534,160.24427480916032
2,-24.493880084228515,-20.228609826660154,-17.170017205810545,7.816793893129771,-62.54961832061068,168.06106870229007
3,-24.493880084228515,-21.147983264160153,-15.944185955810546,27.358778625954198,-66.45801526717557,160.24427480916032
4,-25.413253521728514,-23.906103576660154,-20.847510955810545,42.99236641221374,-93.81679389312977,136.793893129771
5,-20.815189233398435,-19.922152014160154,-16.863559393310545,50.80916030534351,-105.54198473282443,132.8854961832061
6,-22.655133209228513,-14.712369201660156,-17.170017205810545,42.99236641221374,-101.63358778625954,140.70229007633588
7,-22.042217584228514,-14.712369201660156,-18.089390643310544,62.534351145038165,-101.63358778625954,136.793893129771
8,-22.655133209228513,-18.083405139160156,-20.541053143310545,19.541984732824428,-93.81679389312977,160.24427480916032
9,-23.574506646728516,-20.535067639160154,-22.992715643310547,11.725190839694656,-97.72519083969466,171.96946564885496
10,-24.800337896728514,-19.922152014160154,-18.702306268310547,39.083969465648856,-86.0,156.33587786259542
11,-24.493880084228515,-16.551116076660154,-16.250643768310546,54.717557251908396,-89.90839694656489,144.61068702290078
12,-22.042217584228514,-14.099453576660155,-14.718354705810546,46.900763358778626,-105.54198473282443,132.8854961832061
13,-18.669984545898437,-15.631742639160155,-17.170017205810545,31.267175572519083,-101.63358778625954,140.70229007633588
14,-16.831237670898435,-17.164031701660154,-18.702306268310547,19.541984732824428,-82.09160305343511,156.33587786259542
15,-22.961591021728513,-19.309236389160155,-19.621679705810546,7.816793893129771,-62.54961832061068,175.87786259541986
16,-25.413253521728514,-20.228609826660154,-19.315221893310547,31.267175572519083,-58.6412213740458,175.87786259541986
17,-28.171373834228515,-24.519019201660154,-18.089390643310544,42.99236641221374,-78.18320610687023,156.33587786259542
18,-26.026169146728513,-22.680272326660155,-18.395848455810548,27.358778625954198,-86.0,136.793893129771
19,-21.429301959228514,-17.776947326660157,-17.782932830810545,31.267175572519083,-97.72519083969466,125.06870229007633
20,-20.815189233398435,-14.405911389160156,-18.089390643310544,15.633587786259541,-82.09160305343511,144.61068702290078
21,-22.961591021728513,-18.696320764160156,-15.944185955810546,27.358778625954198,-62.54961832061068,187.6030534351145
22,-24.493880084228515,-23.906103576660154,-22.379800018310547,0.0,-82.09160305343511,160.24427480916032
23,-26.945542584228512,-26.664223889160155,-22.686257830810547,15.633587786259541,-74.27480916030534,168.06106870229007
24,-25.413253521728514,-22.067356701660156,-17.476475018310545,74.25954198473282,-105.54198473282443,121.16030534351145
25,-22.655133209228513,-17.776947326660157,-19.928137518310546,39.083969465648856,-121.17557251908397,113.34351145038168
26,-19.589357983398436,-14.405911389160156,-16.250643768310546,42.99236641221374,-101.63358778625954,136.793893129771
27,-20.508731420898435,-14.405911389160156,-17.170017205810545,23.450381679389313,-66.45801526717557,164.15267175572518
28,-24.493880084228515,-21.760898889160156,-21.766884393310544,-15.648854961832061,-78.18320610687023,179.78625954198472
29,-25.719711334228514,-23.293187951660155,-18.089390643310544,50.80916030534351,-50.82442748091603,191.5114503816794
30,-28.171373834228515,-21.147983264160153,-20.541053143310545,78.16793893129771,-89.90839694656489,125.06870229007633
31,-27.864916021728515,-14.099453576660155,-17.170017205810545,70.35114503816794,-82.09160305343511,136.793893129771
32,-18.669984545898437,-13.486537951660155,-17.476475018310545,42.99236641221374,-109.45038167938931,121.16030534351145
33,-17.750611108398438,-14.712369201660156,-19.621679705810546,31.267175572519083,-89.90839694656489,140.70229007633588
34,-19.895815795898436,-19.002778576660155,-19.928137518310546,35.17557251908397,-43.00763358778626,207.14503816793894
35,-26.332626959228513,-22.986730139160155,-20.234595330810546,23.450381679389313,-78.18320610687023,168.06106870229007
36,-29.397205084228514,-24.825477014160153,-20.847510955810545,23.450381679389313,-78.18320610687023,164.15267175572518
37,-23.574506646728516,-19.002778576660155,-20.234595330810546,11.725190839694656,-125.08396946564885,113.34351145038168
38,-19.895815795898436,-16.857573889160154,-18.395848455810548,42.99236641221374,-113.3587786259542,109.43511450381679
39,-17.444153295898438,-18.389862951660156,-21.766884393310544,42.99236641221374,-82.09160305343511,160.24427480916032
40,-20.815189233398435,-15.325284826660155,-22.992715643310547,39.083969465648856,-58.6412213740458,179.78625954198472
41,-28.477831646728514,-18.389862951660156,-15.331270330810545,35.17557251908397,-50.82442748091603,207.14503816793894
42,-29.090747271728514,-22.067356701660156,-20.847510955810545,35.17557251908397,-97.72519083969466,140.70229007633588
43,-27.252000396728516,-21.760898889160156,-21.460426580810545,7.816793893129771,-109.45038167938931,125.06870229007633
44,-20.508731420898435,-17.164031701660154,-17.170017205810545,58.62595419847328,-121.17557251908397,105.52671755725191
45,-19.282900170898436,-13.486537951660155,-21.153968768310545,27.358778625954198,-128.99236641221373,121.16030534351145
46,-22.655133209228513,-14.099453576660155,-16.863559393310545,54.717557251908396,-62.54961832061068,183.6946564885496
47,-23.268048834228516,-15.938200451660155,-18.395848455810548,39.083969465648856,-74.27480916030534,164.15267175572518
48,-26.639084771728513,-24.519019201660154,-24.525004705810545,-3.9236641221374047,-62.54961832061068,152.42748091603053
49,-25.106795709228514,-24.825477014160153,-22.686257830810547,31.267175572519083,-97.72519083969466,160.24427480916032
50,-22.348675396728513,-18.696320764160156,-19.621679705810546,50.80916030534351,-128.99236641221373,117.25190839694656
51,-22.348675396728513,-15.018827014160156,-18.089390643310544,50.80916030534351,-93.81679389312977,156.33587786259542
52,-18.669984545898437,-15.938200451660155,-21.153968768310545,46.900763358778626,-101.63358778625954,148.51908396946564
53,-20.815189233398435,-19.002778576660155,-22.686257830810547,42.99236641221374,-78.18320610687023,171.96946564885496
54,-23.268048834228516,-22.986730139160155,-20.847510955810545,19.541984732824428,-86.0,175.87786259541986
55,-26.026169146728513,-24.825477014160153,-20.234595330810546,27.358778625954198,-89.90839694656489,160.24427480916032
56,-26.026169146728513,-20.228609826660154,-19.621679705810546,46.900763358778626,-97.72519083969466,148.51908396946564
57,-23.574506646728516,-14.405911389160156,-19.315221893310547,50.80916030534351,-117.26717557251908,125.06870229007633
58,-19.282900170898436,-18.083405139160156,-15.024812518310545,89.89312977099236,-93.81679389312977,144.61068702290078
59,-22.042217584228514,-16.857573889160154,-21.460426580810545,-7.8320610687022905,-105.54198473282443,156.33587786259542
60,-25.106795709228514,-23.293187951660155,-17.782932830810545,-0.015267175572519083,-66.45801526717557,195.4198473282443
61,-24.800337896728514,-25.438392639160156,-18.089390643310544,11.725190839694656,-105.54198473282443,136.793893129771
62,-27.864916021728515,-20.228609826660154,-17.782932830810545,7.816793893129771,-93.81679389312977,148.51908396946564
63,-24.800337896728514,-14.405911389160156,-21.460426580810545,78.16793893129771,-121.17557251908397,144.61068702290078
64,-21.121647045898435,-16.551116076660154,-16.250643768310546,74.25954198473282,-117.26717557251908,109.43511450381679
65,-22.655133209228513,-18.083405139160156,-21.153968768310545,-19.557251908396946,-86.0,171.96946564885496
66,-23.268048834228516,-22.373814514160156,-21.153968768310545,-7.8320610687022905,-82.09160305343511,179.78625954198472
67,-27.864916021728515,-21.147983264160153,-22.686257830810547,27.358778625954198,-78.18320610687023,171.96946564885496
68,-27.252000396728516,-19.922152014160154,-21.766884393310544,35.17557251908397,-105.54198473282443,140.70229007633588
69,-22.042217584228514,-18.389862951660156,-22.686257830810547,46.900763358778626,-113.3587786259542,125.06870229007633
70,-18.976442358398437,-19.309236389160155,-23.912089080810546,46.900763358778626,-113.3587786259542,132.8854961832061
71,-18.976442358398437,-18.696320764160156,-19.621679705810546,39.083969465648856,-86.0,160.24427480916032
72,-21.735759771728514,-19.309236389160155,-19.008764080810547,31.267175572519083,-62.54961832061068,179.78625954198472
73,-27.252000396728516,-20.535067639160154,-18.395848455810548,19.541984732824428,-86.0,171.96946564885496
74,-27.558458209228515,-20.535067639160154,-21.153968768310545,39.083969465648856,-82.09160305343511,164.15267175572518
75,-22.961591021728513,-20.228609826660154,-22.686257830810547,27.358778625954198,-113.3587786259542,128.9770992366412
76,-22.348675396728513,-19.309236389160155,-24.525004705810545,19.541984732824428,-105.54198473282443,144.61068702290078
77,-20.508731420898435,-15.018827014160156,-20.847510955810545,35.17557251908397,-93.81679389312977,171.96946564885496
78,-21.735759771728514,-15.325284826660155,-16.863559393310545,42.99236641221374,-89.90839694656489,164.15267175572518
79,-24.187422271728515,-17.776947326660157,-19.621679705810546,27.358778625954198,-86.0,164.15267175572518
80,-24.800337896728514,-20.841525451660154,-22.686257830810547,27.358778625954198,-89.90839694656489,152.42748091603053
81,-24.187422271728515,-20.841525451660154,-21.460426580810545,31.267175572519083,-93.81679389312977,148.51908396946564
82,-20.815189233398435,-20.535067639160154,-17.782932830810545,42.99236641221374,-93.81679389312977,144.61068702290078
83,-22.042217584228514,-17.164031701660154,-17.476475018310545,35.17557251908397,-86.0,160.24427480916032
84,-23.574506646728516,-17.164031701660154,-19.315221893310547,46.900763358778626,-78.18320610687023,168.06106870229007
85,-23.574506646728516,-20.228609826660154,-21.766884393310544,31.267175572519083,-89.90839694656489,152.42748091603053
86,-24.800337896728514,-21.760898889160156,-20.847510955810545,39.083969465648856,-82.09160305343511,152.42748091603053
87,-23.880964459228515,-21.147983264160153,-18.089390643310544,35.17557251908397,-101.63358778625954,144.61068702290078
88,-24.187422271728515,-17.776947326660157,-19.315221893310547,35.17557251908397,-101.63358778625954,148.51908396946564
89,-24.187422271728515,-15.325284826660155,-17.170017205810545,58.62595419847328,-82.09160305343511,160.24427480916032
90,-22.655133209228513,-16.244658264160154,-18.089390643310544,35.17557251908397,-109.45038167938931,144.61068702290078
91,-22.655133209228513,-18.389862951660156,-20.541053143310545,19.541984732824428,-86.0,160.24427480916032
92,-23.268048834228516,-21.147983264160153,-19.928137518310546,19.541984732824428,-89.90839694656489,175.87786259541986
93,-24.187422271728515,-20.535067639160154,-18.395848455810548,31.267175572519083,-89.90839694656489,160.24427480916032
94,-23.880964459228515,-18.696320764160156,-17.782932830810545,42.99236641221374,-82.09160305343511,164.15267175572518
95,-23.268048834228516,-17.776947326660157,-17.476475018310545,42.99236641221374,-89.90839694656489,148.51908396946564
96,-21.735759771728514,-17.470489514160157,-18.702306268310547,39.083969465648856,-93.81679389312977,152.42748091603053
97,-20.508731420898435,-19.922152014160154,-19.315221893310547,42.99236641221374,-86.0,168.06106870229007
98,-24.493880084228515,-19.922152014160154,-18.089390643310544,39.083969465648856,-78.18320610687023,179.78625954198472
99,-27.558458209228515,-21.760898889160156,-12.573150018310546,39.083969465648856,-89.90839694656489,164.15267175572518
100,-26.639084771728513,-18.696320764160156,-14.105439080810546,39.083969465648856,-97.72519083969466,148.51908396946564
101,-22.042217584228514,-17.470489514160157,-17.782932830810545,35.17557251908397,-109.45038167938931,132.8854961832061
102,-19.282900170898436,-19.309236389160155,-21.153968768310545,35.17557251908397,-113.3587786259542,140.70229007633588
103,-21.735759771728514,-16.857573889160154,-19.928137518310546,50.80916030534351,-86.0,168.06106870229007
104,-27.252000396728516,-16.244658264160154,-17.782932830810545,50.80916030534351,-78.18320610687023,175.87786259541986
105,-28.171373834228515,-19.309236389160155,-20.847510955810545,27.358778625954198,-89.90839694656489,160.24427480916032
106,-25.413253521728514,-20.535067639160154,-21.766884393310544,15.633587786259541,-101.63358778625954,140.70229007633588
107,-22.655133209228513,-19.309236389160155,-20.847510955810545,27.358778625954198,-109.45038167938931,132.8854961832061
108,-21.735759771728514,-20.228609826660154,-21.460426580810545,58.62595419847328,-89.90839694656489,144.61068702290078
109,-22.655133209228513,-19.002778576660155,-21.460426580810545,62.534351145038165,-74.27480916030534,164.15267175572518
110,-26.945542584228512,-17.470489514160157,-22.073342205810544,46.900763358778626,-74.27480916030534,160.24427480916032
111,-28.171373834228515,-21.147983264160153,-21.460426580810545,15.633587786259541,-89.90839694656489,148.51908396946564
112,-22.655133209228513,-21.760898889160156,-22.686257830810547,31.267175572519083,-97.72519083969466,128.9770992366412
113,-21.735759771728514,-19.615694201660155,-23.912089080810546,42.99236641221374,-93.81679389312977,132.8854961832061
114,-22.655133209228513,-17.776947326660157,-22.686257830810547,50.80916030534351,-82.09160305343511,156.33587786259542
115,-23.880964459228515,-16.551116076660154,-20.847510955810545,42.99236641221374,-78.18320610687023,164.15267175572518
116,-27.252000396728516,-19.615694201660155,-22.073342205810544,27.358778625954198,-82.09160305343511,156.33587786259542
117,-26.332626959228513,-20.535067639160154,-22.686257830810547,19.541984732824428,-97.72519083969466,148.51908396946564
118,-23.268048834228516,-20.228609826660154,-23.605631268310546,39.083969465648856,-101.63358778625954,144.61068702290078
119,-22.655133209228513,-18.696320764160156,-23.299173455810546,54.717557251908396,-89.90839694656489,148.51908396946564
120,-25.719711334228514,-18.696320764160156,-20.541053143310545,58.62595419847328,-93.81679389312977,156.33587786259542
121,-26.026169146728513,-17.470489514160157,-21.460426580810545,23.450381679389313,-93.81679389312977,152.42748091603053
122,-24.800337896728514,-22.067356701660156,-22.073342205810544,15.633587786259541,-105.54198473282443,148.51908396946564
123,-23.574506646728516,-20.841525451660154,-21.460426580810545,39.083969465648856,-105.54198473282443,148.51908396946564
124,-24.800337896728514,-18.696320764160156,-21.153968768310545,54.717557251908396,-89.90839694656489,148.51908396946564
125,-26.332626959228513,-16.857573889160154,-18.089390643310544,50.80916030534351,-74.27480916030534,168.06106870229007
126,-26.639084771728513,-17.470489514160157,-16.863559393310545,46.900763358778626,-74.27480916030534,152.42748091603053
127,-24.493880084228515,-20.228609826660154,-17.170017205810545,27.358778625954198,-89.90839694656489,144.61068702290078
128,-22.042217584228514,-22.373814514160156,-19.928137518310546,27.358778625954198,-93.81679389312977,148.51908396946564
129,-20.202273608398436,-22.680272326660155,-18.089390643310544,46.900763358778626,-82.09160305343511,152.42748091603053
130,-21.735759771728514,-20.841525451660154,-16.863559393310545,46.900763358778626,-82.09160305343511,156.33587786259542
131,-23.880964459228515,-18.083405139160156,-15.637728143310547,46.900763358778626,-89.90839694656489,152.42748091603053
132,-22.961591021728513,-18.696320764160156,-16.557101580810546,39.083969465648856,-93.81679389312977,148.51908396946564
133,-24.187422271728515,-21.147983264160153,-20.234595330810546,31.267175572519083,-101.63358778625954,156.33587786259542
134,-24.187422271728515,-20.841525451660154,-20.234595330810546,39.083969465648856,-93.81679389312977,156.33587786259542
135,-23.268048834228516,-19.309236389160155,-16.250643768310546,46.900763358778626,-93.81679389312977,148.51908396946564
136,-23.574506646728516,-17.164031701660154,-16.863559393310545,42.99236641221374,-86.0,152.42748091603053
137,-24.187422271728515,-18.083405139160156,-19.621679705810546,35.17557251908397,-89.90839694656489,148.51908396946564
138,-22.348675396728513,-19.615694201660155,-19.315221893310547,19.541984732824428,-93.81679389312977,140.70229007633588
139,-22.655133209228513,-21.760898889160156,-20.234595330810546,31.267175572519083,-93.81679389312977,148.51908396946564
140,-24.187422271728515,-20.535067639160154,-20.234595330810546,31.267175572519083,-89.90839694656489,160.24427480916032
141,-25.719711334228514,-19.922152014160154,-18.702306268310547,42.99236641221374,-93.81679389312977,156.33587786259542
142,-23.880964459228515,-18.696320764160156,-17.170017205810545,23.450381679389313,-113.3587786259542,136.793893129771
143,-22.961591021728513,-19.309236389160155,-19.008764080810547,27.358778625954198,-109.45038167938931,136.793893129771
144,-20.202273608398436,-20.535067639160154,-21.460426580810545,19.541984732824428,-86.0,148.51908396946564
145,-21.735759771728514,-19.309236389160155,-22.686257830810547,31.267175572519083,-86.0,156.33587786259542
146,-25.413253521728514,-19.002778576660155,-19.008764080810547,42.99236641221374,-74.27480916030534,160.24427480916032
147,-25.106795709228514,-19.002778576660155,-19.008764080810547,35.17557251908397,-89.90839694656489,144.61068702290078
148,-23.268048834228516,-19.615694201660155,-18.702306268310547,31.267175572519083,-97.72519083969466,140.70229007633588
149,-20.815189233398435,-18.389862951660156,-19.315221893310547,42.99236641221374,-97.72519083969466,140.70229007633588
150,-21.429301959228514,-15.938200451660155,-23.912089080810546,39.083969465648856,-93.81679389312977,164.15267175572518
151,-24.187422271728515,-17.776947326660157,-20.541053143310545,42.99236641221374,-82.09160305343511,168.06106870229007
152,-26.639084771728513,-17.164031701660154,-21.460426580810545,35.17557251908397,-97.72519083969466,156.33587786259542
153,-26.332626959228513,-16.551116076660154,-20.541053143310545,23.450381679389313,-97.72519083969466,152.42748091603053
154,-22.348675396728513,-18.696320764160156,-21.460426580810545,19.541984732824428,-101.63358778625954,140.70229007633588
155,-20.508731420898435,-20.228609826660154,-20.234595330810546,23.450381679389313,-101.63358778625954,144.61068702290078
156,-22.042217584228514,-19.922152014160154,-18.089390643310544,39.083969465648856,-93.81679389312977,160.24427480916032
157,-23.880964459228515,-19.615694201660155,-18.395848455810548,35.17557251908397,-93.81679389312977,156.33587786259542
158,-24.493880084228515,-19.615694201660155,-18.089390643310544,31.267175572519083,-93.81679389312977,148.51908396946564
159,-23.574506646728516,-17.776947326660157,-18.702306268310547,23.450381679389313,-101.63358778625954,144.61068702290078
160,-20.815189233398435,-18.696320764160156,-16.250643768310546,23.450381679389313,-101.63358778625954,148.51908396946564
161,-22.655133209228513,-18.389862951660156,-16.557101580810546,23.450381679389313,-105.54198473282443,152.42748091603053
162,-23.268048834228516,-17.470489514160157,-16.250643768310546,35.17557251908397,-93.81679389312977,156.33587786259542
163,-24.800337896728514,-17.470489514160157,-16.863559393310545,35.17557251908397,-101.63358778625954,156.33587786259542
164,-23.880964459228515,-19.002778576660155,-18.089390643310544,39.083969465648856,-86.0,144.61068702290078
165,-22.655133209228513,-19.615694201660155,-19.928137518310546,35.17557251908397,-93.81679389312977,136.793893129771
166,-20.508731420898435,-19.615694201660155,-20.847510955810545,42.99236641221374,-89.90839694656489,152.42748091603053
167,-21.735759771728514,-19.615694201660155,-20.541053143310545,42.99236641221374,-89.90839694656489,160.24427480916032
